aare	ɑ ɹ ə
panendeistic	p æ n ɛ n d i ɪ s t ɪ k
panes	p e ɪ n z
panphilia	p æ n f ɪ l ɪ ə
pansentience	p æ n s ɛ n ʃ ə n s
pantheists	p æ n t h i ĭ s t s
pantries	p æ n t ɹ i z
paracetamol	p ɛ ɹ ə s i t ə m ɔ l
parading	p ə ɹ e ɪ d ɪ ŋ
paraenesis	p ə ɹ i n ɪ s ɪ s
paramour	p æ ɹ ə m ɔ ɹ
parasiticide	p æ ɹ ə s ɪ t ɪ s a ɪ d
paraxonic	p æ ɹ ə k s ɔ n ɪ k
parchment	p ɑ ɹ t͡ʃ m ə n t
paresthesis	p ə ɹ i s θ ɪ s ɪ s
parfilage	p ɑ ɹ f ɪ l ɑ ʒ
parity	p æ ɹ ɪ t i
paroxetine	p ə ɹ ɑ k s ə t i n
participation	p ɑ ɹ t ɪ s ɪ p e ɪ ʃ ə n
particularly	p ə t ɪ k j ə l ɚ l i
parting	p ɑ ɹ t ɪ ŋ
pash	p æ ʃ
passacaglia	p ɑ s ə k ɑ l j ə
passed	p æ s t
passively	p æ s ɪ v l i
pasture	p æ s t͡ʃ ɚ
pater	p e ɪ t ɚ
patientive	p e ɪ ʃ ə n t ɪ v
patroon	p ə t ɹ u n
patting	p æ t ɪ ŋ
patz	p e ɪ t s
paving	p e ɪ v ɪ ŋ
payer	p e ɪ ɚ
peach	p i t͡ʃ
peacocking	p i k ɑ k ɪ ŋ
peasants	p ɛ z ə n t s
peashooter	p i ʃ u t ə ɹ
pebbles	p ɛ b ə l z
peck	p ɛ k
pedagogic	p ɛ d ə ɡ ɑ d͡ʒ ɪ k
peddle	p ɛ d ə l
pedetentous	p ɛ d ɪ t ɛ n t ə s
pee	p i
peeves	p i v z
pembrokeshire	p ɛ m b ɹ ʊ k ʃ ə ɹ
penang	p ə n ɑ ŋ
pennon	p ɛ n ə n
penzance	p ɛ n z æ n s
peptics	p ɛ p t ɪ k s
percept	p ɝ s ɛ p t
percolator	p ɝ k ə l e ɪ t ɚ
perfidious	p ɚ f ɪ d i ə s
perfunctorily	p ə ɹ f ʌ ŋ k t ə ɹ ɪ l i
periegesis	p ɛ ɹ i ə d͡ʒ i s ɪ s
periegete	p ɛ ɹ i ə d͡ʒ i t
perigee	p ɛ ɹ ə d͡ʒ i
perils	p ɛ ɹ ɪ l z
periodical	p ɪ ɹ i ɑ d ɪ k l̩
periphrastically	p ɛ ɹ ɪ f ɹ æ s t ɪ k l i
perlection	p ə l ɛ k ʃ ə n
pernicious	p ɚ n ɪ ʃ ə s
perpetual	p ɚ p ɛ t͡ʃ u ə l
perpetually	p ɚ p ɛ t͡ʃ u ə l i
perseverate	p ɚ s ɛ v ə ɹ e ɪ t
personae	p ɜ ɹ s o ʊ n i
pert	p ɝ t
perth	p ɝ θ
perverter	p ə ɹ v ɜ ɹ t ə ɹ
pestled	p ɛ s ə l d
petalous	p ɛ t ə l ə s
petrifactive	p ɛ t ɹ ɪ f æ k t ɪ v
pettywhin	p ɛ t i w ɪ n
pfaffian	f æ f ɪ ə n
phallus	f æ l ə s
pharisaic	f ɛ ɹ ɪ s e ɪ j ɪ k
phasing	f e ɪ z ɪ ŋ
phencyclidine	f ɛ n s a ɪ k l ɪ d i n
phillip	f ɪ l ɪ p
phinary	f a ɪ n ə ɹ i
phonologisation	f ə n ɔ l ə d͡ʒ a ɪ z e ɪ ʃ ə n
phosphomonoesterase	f ɑ s f o ʊ m ɑ n o ʊ ɛ s t ə ɹ e ɪ s
phosphorus	f ɑ s f ɚ ə s
phrenitis	f ɹ ə n a ɪ d ə s
phrygian	f ɹ ɪ d͡ʒ ɪ ə n
physics	f ɪ z ɪ k s
pica	p a ɪ k ə
picene	p a ɪ s i n
picnics	p ɪ k n ɪ k s
piggott	p ɪ ɡ ə t
pilate	p a ɪ l ə t
piles	p a ɪ l z
piling	p a ɪ l ɪ ŋ
pilled	p ɪ l d
pima	p i m ə
pincer	p ɪ n s ə ɹ
pinner	p ɪ n ə ɹ
pinscher	p ɪ n ʃ ə ɹ
pipeline	p a ɪ p l a ɪ n
piquing	p i k ɪ ŋ
piscivore	p ɪ s ɪ v ɔ ɹ
pishogue	p ɪ ʃ o ʊ ɡ
pissed	p ɪ s t
pisstake	p ɪ s t e ɪ k
pituitary	p ɪ t u ɪ t ɛ ɹ i
pixie	p ɪ k s i
pizzazz	p ɪ z æ z
placed	p l e ɪ s t
placenta	p l ə s ɛ n t ə
plag	p l æ d͡ʒ
plagiarist	p l e ɪ d͡ʒ ə ɹ ɪ s t
plainings	p l e ɪ n ɪ ŋ z
planchette	p l æ n ʃ ɛ t
plane	p l e ɪ n
planning	p l æ n ɪ ŋ
plasmid	p l æ z m ɪ d
plasterwork	p l æ s t ɚ w ɝ k
pleat	p l i t
plectrum	p l ɛ k t ɹ ə m
plesionym	p l i z ɪ ə n ɪ m
plethora	p l ɛ θ ə ɹ ə
plogging	p l ɔ ɡ ɪ ŋ
ploy	p l ɔ ɪ
pluck	p l ʌ k
plugging	p l ʌ ɡ ɪ ŋ
pluralization	p l ʊ ə ɹ ə l a ɪ z e ɪ ʃ ə n
pluranimous	p l ʊ ɹ æ n ɪ m ə s
pluvious	p l u v i ə s
pococurantism	p o ʊ k o ʊ k j ʊ ɹ æ n t ɪ z ə m
poitiers	p w a t j e
pokey	p o ʊ k i
polymorphic	p ɑ l i m ɔ ɹ f ɪ k
polysemic	p ɔ l ɪ s i m ɪ k
polyzoa	p ɔ l i z o ʊ ə
ponder	p ɑ n d ɚ
pooped	p u p t
porfimer	p ɔ ɹ f ɪ m ə ɹ
pork	p ɔ ɹ k
porphyria	p ɔ ɹ f ɪ ɹ ɪ ə
portentously	p ɔ t e n t ə s l i
porterage	p ɔ ɹ t ə ɹ ɪ d͡ʒ
portrayal	p ɔ ɹ t ɹ e ɪ ə l
poseidon	p ə s a ɪ d n̩
positivism	p ɑ z ɪ t ɪ v ɪ z m
posology	p ə z ɑ l ə d͡ʒ i
possessions	p ə z ɛ ʃ ə n z
possibility	p ɑ s ɪ b ɪ l i t i
postdoc	p o ʊ s t d ɔ k
posts	p o ʊ s t s
postscript	p o ʊ s t s k ɹ ɪ p t
potatoes	p ə t e ɪ t o ʊ z
poulterer	p o ʊ l t ə ɹ ɚ
povitica	p o ʊ v ə t i t s ə
practically	p ɹ æ k t ɪ k l i
practisant	p ɹ æ k t ɪ z ə n t
prairial	p ɹ ɛ ɹ j ɑ l
praisings	p ɹ e ɪ z ɪ ŋ z
praseodymium	p ɹ e ɪ z i o ʊ d ɪ m i ə m
prate	p ɹ e ɪ t
pratt	p ɹ æ t
prebendary	p ɹ ɛ b ə n d ə ɹ i
precancerous	p ɹ i k æ n s ə ɹ ə s
preconsonantal	p ɹ i k ɔ n s ə n æ n t ə l
predilection	p ɹ ɛ d ə l ɛ k ʃ n̩
preengage	p r i ɪ n ɡ e ɪ d͡ʒ
prefect	p ɹ i f e k t
prefer	p ɹ ɪ f ɝ
preke	p ɹ i k
prelect	p ɹ ɪ l ɛ k t
prenup	p ɹ i n ʌ p
preoccupy	p ɹ i ɑ k j u p a ɪ
presbytery	p ɹ ɛ z b ɪ t ɛ ɹ i
prescriptive	p ɹ ɪ s k ɹ ɪ p t ɪ v
presented	p ɹ ɪ z ɛ n t ɪ d
presuit	p ɹ ɪ s j u t
prevention	p ɹ ɪ v ɛ n ʃ ə n
primitive	p ɹ ɪ m ɪ t ɪ v
primrose	p ɹ ɪ m ɹ o ʊ z
prised	p ɹ a ɪ z d
prisoned	p ɹ ɪ z ə n d
probability	p ɹ ɑ b ə b ɪ l ɪ ɾ i
procedures	p ɹ ə s i d͡ʒ ɚ s
proceeded	p ɹ ə s i d ɪ d
proceeds	p ɹ o ʊ s i d z
proclaimed	p ɹ o ʊ k l e ɪ m d
producorial	p ɹ ɔ d j ʊ s ɔ ɹ ɪ ə l
profile	p ɹ o ʊ f a ɪ l
profuseness	p ɹ o ʊ f j u s n ə s
prog	p ɹ ɔ ɡ
prognosis	p ɹ ɑ ɡ n o ʊ s ɪ s
programmatically	p ɹ o ʊ ɡ ɹ ə m æ t ɪ k ə l i
prolix	p ɹ o ʊ l ɪ k s
proosian	p ɹ u ʃ ə n
propane	p ɹ o ʊ p e ɪ n
proposed	p ɹ ə p o ʊ z d
proposition	p ɹ ɑ p ə z ɪ ʃ ə n
prosaic	p ɹ o ʊ z e ɪ ɪ k
prosaism	p ɹ o ʊ z e ɪ ɪ z ə m
prosewise	p ɹ o ʊ z w a ɪ z
prosperous	p ɹ ɑ s p ə ɹ ə s
protect	p ɹ ə t ɛ k t
protophyte	p ɹ o ʊ d ə f a ɪ t
protuberance	p ɹ o ʊ t u b ə ɹ ə n s
provide	p ɹ ə v a ɪ d
provisional	p ɹ ə v ɪ ʒ ə n ə l
prowl	p ɹ a ʊ l
prowled	p ɹ a ʊ l d
prowler	p r a ʊ l ə r
proximity	p ɹ ɑ k s ɪ m ɪ t i
prude	p ɹ u d
psaki	s ɑ k i
pseudonym	s u d o ʊ n ɪ m
psych	s a ɪ k
ptolemaic	t ɑ l ə m e ɪ ɪ k
publican	p ʌ b l ɪ k ə n
puffy	p ʌ f i
pug	p ʌ ɡ
puke	p j u k
pulleys	p ʊ l i z
pullulate	p ʌ l j ʊ l e ɪ t
pulsate	p ʌ l s e ɪ t
pulverulent	p ʌ l v ɛ ɹ j ə l ə n t
pumps	p ʌ m p s
punishings	p ʌ n ɪ ʃ ɪ ŋ z
punts	p ʌ n t s
puritanical	p j ɚ ɪ t æ n ɪ k l̩
purlieu	p ɝ l j u
pursuing	p ɚ s u ɪ ŋ
putative	p j u t ə t ɪ v
puzzled	p ʌ z l̩ d
pyatigorsk	p j æ t ɪ ɡ ɔ ɹ s k
pygian	p ɪ d͡ʒ i ə n
pyramidal	p ɪ ɹ æ m ɪ d l̩
pyro	p a ɪ ɹ o ʊ
pyrophyte	p a ɪ ɹ ə f a ɪ t
qam	k j u e ɪ ɛ m
qed	k j u i d i
qinpu	t͡ʃ ɪ n p u
qiqihar	t͡ʃ i t͡ʃ i h ɑ
quacks	k w æ k s
quadriplegia	k w ɑ d ɹ ɪ p l i d͡ʒ ə
quails	k w e ɪ l z
quaintly	k w e ɪ n t l i
quarl	k w ɔ ɹ l
quarry	k w ɔ ɹ i
que	k j u
queef	k w i f
queerdar	k w ɪ ɹ d ɑ ɹ
quesadilla	k e ɪ̯ s ə d i j ə
quicksilver	k w ɪ k s ɪ l v ɚ
quidnunc	k w ɪ d n ʌ ŋ k
quinkan	k w ɪ ŋ k ə n
quintillionth	k w ɪ n t ɪ l i ə n θ
quip	k w ɪ p
quirn	k w ɜ ɹ n
quit	k w ɪ t
quob	k w ɑ b
rabeprazole	ɹ ə b ɛ p ɹ ə z o ʊ l
rach	ɹ e ɪ t͡ʃ
racing	ɹ e ɪ s ɪ ŋ
radial	ɹ e ɪ d i ə l
radiance	ɹ e ɪ d i ə n s
radius	ɹ e ɪ d i ə s
radon	ɹ e ɪ d ɔ n
rafter	ɹ æ f t ə ɹ
rags	ɹ æ ɡ z
raining	ɹ e ɪ n ɪ ŋ
rains	ɹ e ɪ n z
ralphie	ɹ ɑ ɹ f i
rapid	ɹ æ p ɪ d
rapunzel	ɹ ə p ʌ n z ə l
rated	ɹ e ɪ t ɪ d
rats	ɹ æ t s
rattail	ɹ æ t t e ɪ l
ravage	ɹ æ v ɪ d͡ʒ
ravel	ɹ æ v ə l
ravening	ɹ æ v ə n ɪ ŋ
rawboned	ɹ ɔ b o ʊ n d
rawdon	ɹ ɔ d ə n
reaction	ɹ i æ k ʃ ə n
reaganomics	r e ɪ ɡ ə n ɑ m ɪ k s
realized	ɹ i ə l a ɪ z d
reamer	ɹ i m ə ɹ
reap	ɹ i p
rearward	ɹ ɪ ɹ w ɝ d
reason	ɹ i z ə n
reave	ɹ i v
rebellion	ɹ ɪ b ɛ l i ə n
rebutter	ɹ ɪ b ʌ t ɚ
recalcitrance	ɹ ɪ k æ l s ɪ t ɹ ə n s
receivability	ɹ ə s i v ɑ b ɪ l ɪ t i
recommend	ɹ ɛ k ə m ɛ n d
reconduct	ɹ i k ə n d ʌ k t
recrimination	ɹ i k ɹ ɪ m ə n e ɪ ʃ ə n
recto	ɹ ɛ k t o ʊ
redact	ɹ ɪ d æ k t
redebug	ɹ i d i b ʌ ɡ
redig	ɹ i d ɪ ɡ
redline	ɹ ɛ d l a ɪ n
reduce	ɹ ɪ d u s
reduction	ɹ ɪ d ʌ k ʃ ə n
reese	ɹ i s
regal	ɹ i ɡ ə l
regalement	ɹ ɪ ɡ e ɪ l m ə n t
regarding	ɹ ɪ ɡ ɑ ɹ d ɪ ŋ
regift	ɹ i ɡ ɪ f t
regorge	ɹ ɪ ɡ ɔ ɹ d͡ʒ
regulating	ɹ ɛ ɡ j ə l e ɪ t ɪ ŋ
regulator	ɹ ɛ ɡ j u l e ɪ t ə
regurgitate	ɹ ɪ ɡ ɝ d͡ʒ ə t e ɪ t
rehab	ɹ i h æ b
rehal	ɹ e ɪ h ə l
reining	ɹ e ɪ n ɪ ŋ
related	ɹ ɪ l e ɪ t ɪ d
relation	ɹ ɪ l e ɪ ʃ ə n
relayed	ɹ i l e ɪ d
relexify	ɹ i l ɛ k s ə f a ɪ
relife	ɹ i l a ɪ̯ f
religiosity	ɹ ɪ l ɪ d͡ʒ ɪ ɑ s ə t i
relove	ɹ i l ʌ v
remainder	ɹ ə m e ɪ n d ɚ
remission	ɹ ə m ɪ ʃ ə n
remover	ɹ ɪ m u v ɚ
remunerative	ɹ ɪ m j u n ə ɹ ə t ɪ v
renverse	ɹ ɪ n v ɜ ɹ s
rep	ɹ ɛ p
reprieve	ɹ ɪ p ɹ i v
repro	ɹ i p ɹ o ʊ
repug	ɹ ə p ə ɡ
reputation	ɹ ɛ p j ʊ t e ɪ ʃ ə n
reran	ɹ ɪ ɹ æ n
resentment	ɹ ɪ z ɛ n t m ə n t
resident	ɹ ɛ z ɪ d ə n t
resistlessly	ɹ ə z ɪ s t l ə s l i
resolute	ɹ ɛ z ə l j u t
resoundingly	ɹ ɪ z a ʊ n d ɪ ŋ l i
respects	ɹ ɪ s p ɛ k t s
restricted	ɹ ɪ s t ɹ ɪ k t ɪ d
results	ɹ ɪ z ʌ l t s
retent	ɹ ɪ t ɛ n t
retractor	ɹ ɪ t ɹ æ k t ɚ
retroject	ɹ ɛ t ɹ o ʊ d͡ʒ ɛ k t
reune	ɹ i j u n
revealed	ɹ ə v i l d
revel	ɹ ɛ v ə l
reverencer	ɹ ɛ v ə ɹ ɛ n s ɝ
reverent	ɹ ɛ v ɹ ə n t
revive	ɹ ɪ v a ɪ v
revolt	ɹ ɪ v o ʊ l t
rhebok	ɹ i b ɑ k
rhodium	ɹ o ʊ d i ə m
rhoten	ɹ o ʊ t n̩
rich	ɹ ɪ t͡ʃ
ridotto	ɹ ə d o ʊ t o ʊ
rif	ɹ ɪ f
rightly	ɹ a ɪ t l i
ringed	ɹ ɪ ŋ d
rituximab	ɹ ɪ t ʌ k s ɪ m æ b
rivulet	ɹ ɪ v j ə l ə t
roasted	ɹ o ʊ s t ɪ d
roger	ɹ ɑ d͡ʒ ɚ
roll	ɹ o ʊ l
romanichal	ɹ ɑ m ɪ n i t͡ʃ æ l
romans	ɹ o ʊ m ə n z
romantic	ɹ o ʊ m æ n t ɪ k
ront	ɹ ɔ n t
roost	ɹ u s t
rotunda	ɹ o ʊ t ʌ n d ə
roughly	ɹ ʌ f l i
rowcliffe	ɹ o ʊ k l ɪ f
rub	ɹ ʌ b
rubato	r ə b ɑ t o ʊ
ruched	ɹ u ʃ t
rudy	ɹ u d i
ruism	ɹ u ɪ z ə m
rundlet	ɹ ʌ n d l ə t
rung	ɹ ʌ ŋ
running	ɹ ʌ n ɪ ŋ
runway	ɹ ʌ n w e ɪ
rupert	ɹ u p ɚ t
ruption	ɹ ʌ p ʃ ə n
ruritanian	ɹ ʊ ɹ ɪ t e ɪ n i ə n
russet	ɹ ʌ s ɪ t
rye	ɹ a ɪ
sabbath	s æ b ə θ
sabulous	s æ b j ʊ l ə s
sacless	s æ k l ə s
sacrament	s æ k ɹ ə m ə n t
sacrifices	s æ k ɹ ɪ f a ɪ s ɪ z
sadhu	s ɑ d h u
sadistic	s ə d ɪ s t ɪ k
safe	s e ɪ f
sagacious	s ə ɡ e ɪ ʃ ə s
saginaw	s æ ɡ ɪ n ɔ
sailboat	s e ɪ l b o ʊ t
sailor	s e ɪ l ɚ
saipan	s a ɪ p æ n
sakhalin	s æ k ə l i n
sales	s e ɪ l z
salivarium	s æ l i v ɛ ɹ i ə m
sallies	s æ l i z
salmon	s æ m ə n
salmonella	s æ l m ə n ɛ l ə
salsify	s æ l s ɪ f i
saltimbanco	s æ l t ɪ m b æ ŋ k o ʊ
salute	s ə l u t
sambadrome	s æ m b ə d ɹ o ʊ m
sanatory	s æ n ə t ɔ ɹ i
sancerre	s ɔ̃ n s ɛ ɹ
sandy	s æ n d i
sappho	s æ f o ʊ
sarcophagus	s ɑ ɹ k ɔ f ə ɡ ə s
sardinia	s ɑ ɹ d ɪ n i ə
sardonyx	s ɑ ɹ d ɔ n ɪ k s
satcoms	s a t k ɑ m z
sault	s u
saunter	s ɔ n t ɚ
savanna	s ə v æ n ə
savings	s e ɪ v ɪ ŋ z
savoy	s ə v ɔ ɪ
sawdust	s ɔ d ʌ s t
sawney	s ɔ n i
say	s e ɪ
scab	s k æ b
scale	s k e ɪ l
scandal	s k æ n d ə l
scanty	s k æ n t i
scarp	s k ɑ ɹ p
schismatic	s k ɪ z m æ t ɪ k
schizo	s k ɪ t s o ʊ
schlepps	ʃ l ɛ p s
schmooze	ʃ m u z
scholarship	s k ɑ l ə ɹ ʃ ɪ p
schuyler	s k a ɪ l ɚ
scientist	s a ɪ ə n t ɪ s t
sclerotic	s k l ɪ ɹ ɔ t ɪ k
scorn	s k ɔ ɹ n
scramble	s k ɹ æ m b l̩
scrimmage	s k ɹ ɪ m ə d͡ʒ
scriptings	s k ɹ ɪ p t ɪ ŋ s
scrofula	s k ɹ ɔ f j ə l ə
scrotum	s k ɹ o ʊ t ə m
scrubber	s k ɹ ʌ b ɚ
scrutiny	s k ɹ u t ɪ n i
seal	s i l
sealant	s i l ə n t
searches	s ɝ t͡ʃ ɪ z
seasoned	s i z ə n d
seater	s i t ɚ
sedate	s ə d e ɪ t
sedge	s ɛ d͡ʒ
sediment	s ɛ d ɪ m ə n t
seed	s i d
seemer	s i m ə ɹ
seemly	s i m l i
seems	s i m z
seether	s i ð ə ɹ
selectable	s ə l ɛ k t ə b l̩
selfish	s ɛ l f ɪ ʃ
selling	s ɛ l ɪ ŋ
semipermeable	s ɛ m i p ɜ ɹ m i ə b ə l
sensitive	s ɛ n s ɪ t ɪ v
sensorial	s ɛ n s ɔ ɹ i ə l
sentence	s ɛ n t ə n s
separated	s ɛ p ə ɹ e ɪ t ɪ d
sephirah	s ə f ɪ ɹ ə
sept	s ɛ p t
septendecillion	s ɛ p t ə n d ə s ɪ l i ə n
sequela	s ɪ k w i l ə
serf	s ɝ f
serious	s ɪ ə ɹ i ə s
serves	s ɝ v z
serviced	s ɝ v ɪ s t
sesquipedalianism	s ɛ s k w ə p ə d e ɪ l i ə n ɪ z m̩
setiform	s i t ə f ɔ ɹ m
settee	s ɛ t i
sextant	s ɛ k s t ə n t
sexual	s ɛ k ʃ u ə l
shaggy	ʃ æ ɡ i
shamed	ʃ e ɪ m d
shameful	ʃ e ɪ m f ə l
shamefully	ʃ e ɪ m f ə l i
shampoo	ʃ æ m p u
shandy	ʃ æ n d i
share	ʃ ɛ ɹ
shash	ʃ æ ʃ
sheathe	ʃ i ð
shed	ʃ ɛ d
sheela	ʃ i l ə
sheen	ʃ i n
shellac	ʃ ə l æ k
shells	ʃ ɛ l z
shergottite	ʃ ɚ ɡ ə t a ɪ t
sherut	ʃ e ɪ ɹ u t
shillelagh	ʃ ə l e ɪ l i
shipshape	ʃ ɪ p ʃ e ɪ p
shirshasana	ʃ ə ɹ ʃ ɑ s ɑ n ɑ
shirty	ʃ ɝ t i
shits	ʃ ɪ t s
shittle	ʃ ɪ t l̩
shock	ʃ ɑ k
shorn	ʃ ɔ ɹ n
shortfetched	ʃ ɔ ɹ t f ɛ t͡ʃ t
shorty	ʃ ɔ ɹ t i
shot	ʃ ɑ t
shout	ʃ a ʊ t
shouts	ʃ a ʊ t s
showing	ʃ o ʊ ɪ ŋ
shrubby	ʃ ɹ ʌ b i
shrugged	ʃ ɹ ʌ ɡ d
shrugging	ʃ ɹ ʌ ɡ ɪ ŋ
shtetl	ʃ t ɛ t ə l
sibilancy	s ɪ b ɪ l ə n s i
sibred	s ɪ b ɹ ə d
sibsey	s ɪ b z i
sickness	s ɪ k n ɪ s
sideways	s a ɪ d w e ɪ z
sidney	s ɪ d n i
sifter	s ɪ f t ɚ
sig	s ɪ ɡ
signary	s ɪ ɡ n ə ɹ i
significance	s ɪ ɡ n ɪ f ɪ k ə n s
signify	s ɪ ɡ n ɪ f a ɪ
sild	s ɪ l d
silent	s a ɪ l ə n t
silenus	s a ɪ l i n ə s
silflay	s ɪ l f l e ɪ
silts	s ɪ l t s
singing	s ɪ ŋ ɪ ŋ
singularity	s ɪ ŋ ɡ j ə l æ ɹ ə t ɪ
sinuous	s ɪ n j u ə s
sirocco	s ɪ ɹ ɔ k o ʊ
sissify	s ɪ s ɪ f a ɪ
sisters	s ɪ s t ɚ z
sixtieth	s ɪ k s t i ə θ
sjambok	ʃ æ m b ɔ k
skamania	s k ə m e ɪ n i ə
skeevy	s k i v i
sketchy	s k ɛ t͡ʃ i
skiddy	s k ɪ d i
skilled	s k ɪ l d
skillet	s k ɪ l ɪ t
skimpy	s k ɪ m p i
skirl	s k ɜ l
skittish	s k ɪ t ɪ ʃ
skivvy	s k ɪ v i
skum	s k ʌ m
skunk	s k ʌ ŋ k
skysill	s k a ɪ s ɪ l
slack	s l æ k
slapdash	s l æ p d æ ʃ
slashy	s l æ ʃ i
slate	s l e ɪ t
sleeping	s l i p ɪ ŋ
sleiveen	s l i v i n
slidey	s l a ɪ d i
slogan	s l o ʊ ɡ ə n
slowworm	s l o ʊ w ɜ ɹ m
sluff	s l ʌ f
slushy	s l ʌ ʃ i
smallfolk	s m ɔ l f o ʊ k
smicker	s m ɪ k ə ɹ
smokehouse	s m o ʊ k h a ʊ s
smollett	s m ɑ l ə t
smoodge	s m u d͡ʒ
smorc	s m ɔ ɹ k
smudge	s m ʌ d͡ʒ
snacker	s n æ k ə ɹ
snacky	s n æ k i
snapin	s n æ p ɪ n
snatch	s n æ t͡ʃ
sneak	s n i k
snelly	s n ɛ l i
snide	s n a ɪ d
snippety	s n ɪ p ɪ t i
snooze	s n u z
socking	s ɑ k ɪ ŋ
socle	s o ʊ k ə l
soiree	s w ɑ ɹ e ɪ
somalia	s ə m ɑ l i ə
somnifacient	s ɑ m n ə f e ɪ ʃ ə n t
sonero	s ə n ɛ ɹ o ʊ
sophoi	s o f ɔ ɪ
soprano	s ə p ɹ æ n o ʊ
sorbet	s ɔ ɹ b e ɪ
sound	s a ʊ n d
sown	s o ʊ n
spac	s p æ k
spacefaring	s p e ɪ s f æ ɹ ɪ ŋ
spadea	s p e ɪ d ɪ ə
spankee	s p æ ŋ k i
spasmodic	s p æ z m ɑ d ɪ k
spathe	s p e ɪ ð
spean	s p i n
specifier	s p ɛ s ə f a ɪ ɚ
speculation	s p ɛ k j ə l e ɪ ʃ ə n
speedboat	s p i d b o ʊ t
spell	s p ɛ l
spelunks	s p ɪ l ʌ ŋ k s
spending	s p ɛ n d ɪ ŋ
sperge	s p ɜ ɹ d͡ʒ
sperm	s p ɜ ɹ m
sphenoid	s f i n ɔ ɪ d
spial	s p a ɪ ə l
spidey	s p a ɪ d i
spilt	s p ɪ l t
spim	s p ɪ m
spinner	s p ɪ n ɚ
spiral	s p a ɪ ɹ ə l
splatter	s p l æ t ɚ
spline	s p l a ɪ n
splinter	s p l ɪ n t ɚ
splunk	s p l ʌ ŋ k
splutter	s p l ʌ t ɚ
spoonerism	s p u n ə ɹ ɪ z ə m
spoony	s p u n i
sporty	s p ɔ ɹ t i
sprayed	s p ɹ e ɪ d
spread	s p ɹ ɛ d
sputcheon	s p ʌ t͡ʃ ə n
sql	ɛ s k j u ɛ l
squarely	s k w ɛ ɹ l i
squdgy	s k w ʌ d͡ʒ i
squishiness	s k w ɪ ʃ i n ə s
stained	s t e ɪ n d
stan	s t æ n
stang	s t æ ŋ
starbucks	s t ɑ ɹ b ʌ k s
stared	s t ɛ ɹ d
starting	s t ɑ ɹ t ɪ ŋ
statewide	s t e ɪ t w a ɪ d
stationed	s t ɛ ɪ ʃ ə n d
statoid	s t e ɪ t ɔ ɪ d
stave	s t e ɪ v
steal	s t i l
steals	s t i l z
stellar	s t ɛ l ɚ
stenoses	s t ɛ n o ʊ s i z
stephanie	s t ɛ f ə n i
stepson	s t ɛ p s ʌ n
sterns	s t ɜ ɹ n z
stethoscope	s t ɛ θ ə s k o ʊ p
stheno	s θ ɛ n o ʊ
stiff	s t ɪ f
stiletto	s t ə l ɛ t o ʊ
stinnett	s t ɪ n ɛ t
stirred	s t ɝ d
stithy	s t ɪ ð i
stockpile	s t ɔ k p a ɪ l
stooge	s t u d͡ʒ
stook	s t ʊ k
store	s t ɔ ɹ
stork	s t ɔ ɹ k
strain	s t ɹ e ɪ̯ n
strained	s t ɹ e ɪ̯ n d
straitly	s t ɹ e ɪ t l i
strake	s t ɹ e ɪ k
strandflat	s t ɹ æ n d f l æ t
strathspey	s t ɹ æ θ s p e ɪ
strewth	s t ɹ u θ
stridden	s t ɹ ɪ d ə n
strigate	s t ɹ ɪ ɡ ə t
strived	s t ɹ a ɪ v d
strommel	s t ɹ ɔ m ə l
stroud	s t ɹ a ʊ d
stroy	s t ɹ ɔ ɪ
strumpet	s t ɹ ʌ m p ɪ t
studies	s t ʌ d i z
stum	s t ʌ m
stun	s t ʌ n
stutter	s t ʌ ɾ ɚ
stylize	s t a ɪ l a ɪ z
subdivide	s ʌ b d ɪ v a ɪ d
subjunctive	s ə b d͡ʒ ʌ ŋ k t ɪ v
subscribe	s ə b s k ɹ a ɪ b
subsist	s ə b s ɪ s t
succame	s ə k e ɪ m
succedaneum	s ʌ k s ɪ d e ɪ n ɪ ə m
succeeding	s ə k s i d ɪ ŋ
successive	s ə k s ɛ s ɪ v
sucky	s ʌ k i
suds	s ʌ d z
sufentanil	s u f ɛ n t ə n ɪ l
suffer	s ʌ f ɚ
suffragette	s ʌ f ɹ ə d͡ʒ ɛ t
suffraginous	s ə f ɹ æ d͡ʒ ɪ n ə s
suifenhe	s w e ɪ f ʌ n h ʌ
sulfamethoxazole	s ʌ l f ə m ɛ θ ɑ k s ə z o ʊ l
summon	s ʌ m ə n
summons	s ʌ m ə n z
sunfish	s ʌ n f ɪ ʃ
sung	s ʌ ŋ
sunspot	s ʌ n s p ɑ t
superannuate	s u p ə ɹ æ n j u e ɪ t
superficial	s u p ɚ f ɪ ʃ ə l
superflux	s u p ə ɹ f l ʌ k s
superhero	s j u p ə ɹ h ɪ ɹ o ʊ
supes	s u p s
suprasternal	s u p ɹ ə s t ɜ n ə l
surcingle	s ə ɹ s ɪ ŋ ɡ ɫ̩
surrender	s ə ɹ ɛ n d ə ɹ
surround	s ə ɹ a ʊ n d
suss	s ʌ s
swadesh	s w ɑ d ɛ ʃ
swam	s w æ m
sward	s w ɔ ɹ d
swartzite	s w ɔ ɹ t s a ɪ t
sweats	s w ɛ t s
sweet	s w i t
swell	s w ɛ l
sweven	s w ɛ v ə n
swigs	s w ɪ ɡ z
swill	s w ɪ l
switches	s w ɪ t͡ʃ ɪ z
